scripts/hooks/publication-boundary.test.sh	suite	0	23.4
scripts/hooks/ref-transaction-forensics.test.sh	suite	0	3.6
scripts/hooks/root-contract.test.sh	suite	0	59.4
scripts/hooks/row-currency.test.sh	suite	0	160.8
scripts/hooks/scan-secrets.test.sh	suite	0	6.9
scripts/hooks/session-evidence.test.sh	suite	0	1.1
scripts/hooks/session-start-ci-surface.test.sh	suite	0	0.9
scripts/hooks/session-start-stdin.test.sh	suite	0	24.0
scripts/hooks/stale-staging.test.sh	suite	0	85.3
scripts/hooks/stop-hook-visibility.test.sh	suite	0	2.4
scripts/hooks/task-completed-handoff.test.sh	suite	0	6.4
scripts/hooks/teammate-idle-handoff.test.sh	suite	0	0.9
scripts/hooks/turn-manifest.test.sh	suite	0	9.4
scripts/hooks/unasked-deferral.test.sh	suite	0	29.3
scripts/hooks/unevaluated-notice.test.sh	suite	0	0.5
scripts/hooks/unevaluated-payload.test.sh	suite	0	23.6
scripts/hooks/unlanded-branches.test.sh	suite	0	18.4
scripts/hooks/unstarted-rows.test.sh	suite	0	111.0
scripts/hooks/verify-agent-prompt.test.sh	suite	0	170.1
scripts/hooks/waiver-repetition.test.sh	suite	0	29.8
scripts/hooks/worker-lifecycle.test.sh	suite	0	2.8
scripts/install-ack-protocol.test.sh	suite	0	0.3
scripts/install-escalation-protocol.test.sh	suite	0	0.3
scripts/land-completeness.test.sh	suite	0	5.1
scripts/ledger-prune-sandbox.test.sh	suite	0	0.2
scripts/lib/app-evidence.test.sh	suite	0	60
scripts/lib/assert-own-worktree-registered.test.sh	suite	0	0.2
scripts/lib/bulk-record-transport.test.sh	suite	0	5.2
scripts/lib/ci-surface.test.sh	suite	0	9.1
scripts/lib/ci_pause.test.sh	suite	0	60
scripts/lib/completion-proof.test.sh	suite	0	4.7
scripts/lib/containers.test.sh	suite	0	1.0
scripts/lib/durable-filesystem-identity.test.sh	suite	0	0.2
scripts/lib/finish-row-completion.test.sh	suite	0	5.0
scripts/lib/git-jurisdiction.test.sh	suite	0	10.4
scripts/lib/global-state-witness.test.sh	suite	0	6.9
scripts/lib/hook-dependencies.test.sh	suite	0	0.7
scripts/lib/leak-canary.test.sh	suite	0	0.4
scripts/lib/mutation-harness.test.sh	suite	0	0.5
scripts/lib/mutation-pool.test.sh	suite	0	3.1
scripts/lib/provider-supervisor.test.sh	suite	0	60
scripts/lib/record-canary.test.sh	suite	0	0.4
scripts/lib/resolve-roots.test.sh	suite	0	0.7
scripts/lib/seat-jurisdiction.test.sh	suite	0	1.7
scripts/lib/stopwatch.test.sh	suite	0	1.0
scripts/lib/worktree-ledger.test.sh	suite	0	36.2
scripts/locate-engine.test.sh	suite	0	8.4
scripts/mutation-inventory.test.sh	suite	0	0.6
scripts/prepare-agent-spawn.test.sh	suite	0	1.2
scripts/provision-claude-md.test.sh	suite	0	0.7
scripts/publication-completeness.test.sh	suite	0	3.4
scripts/run-all-tests.test.sh	suite	0	1.0
scripts/spawn.test.sh	suite	0	7.5
